# gamma	ks
  54.17900	  69.71257
   0.00000	  -0.15789
   0.10000	  -0.12444
   0.20000	  -0.20918
   0.30000	  -0.13975
   0.40000	  -0.02244
   0.50000	  -0.02234
   0.60000	  -0.03474
   0.70000	   0.07077
   0.80000	   0.07752
   0.90000	   0.14368
   1.00000	   0.19610
   1.10000	   0.09909
   1.20000	   0.07284
   1.30000	   0.10092
   1.40000	   0.07650
   1.50000	  -0.02517
   1.60000	  -0.01509
   1.70000	  -0.02975
   1.80000	  -0.08823
   1.90000	   0.00791
   2.00000	   0.03523
   2.10000	  -0.05065
   2.20000	  -0.16866
   2.30000	  -0.15949
   2.40000	  -0.06689
   2.50000	  -0.02754
   2.60000	  -0.00411
   2.70000	  -0.06579
   2.80000	   0.00054
   2.90000	  -0.01027
   3.00000	   0.03932
   3.10000	   0.11320
   3.20000	   0.10956
   3.30000	   0.08241
   3.40000	   0.04028
   3.50000	   0.02654
   3.60000	  -0.03737
   3.70000	   0.02263
   3.80000	   0.02331
   3.90000	   0.06913
   4.00000	   0.00316
   4.10000	  -0.04337
   4.20000	  -0.10758
   4.30000	  -0.13275
   4.40000	  -0.10219
   4.50000	  -0.08498
   4.60000	  -0.11494
   4.70000	  -0.12601
   4.80000	  -0.05523
   4.90000	  -0.07458
   5.00000	  -0.06602
   5.10000	   0.00084
   5.20000	   0.00237
   5.30000	  -0.04200
   5.40000	   0.01376
   5.50000	  -0.01421
   5.60000	   0.01165
   5.70000	   0.00573
   5.80000	  -0.01446
   5.90000	  -0.05550
   6.00000	  -0.07376
   6.10000	  -0.06323
   6.20000	  -0.08536
   6.30000	  -0.01011
   6.40000	  -0.10702
   6.50000	  -0.11676
   6.60000	  -0.11827
   6.70000	  -0.06231
   6.80000	  -0.16326
   6.90000	  -0.17614
   7.00000	  -0.03899
   7.10000	   0.01833
   7.20000	   0.03045
   7.30000	   0.06473
   7.40000	   0.04981
   7.50000	   0.15556
   7.60000	   0.17891
   7.70000	   0.16378
   7.80000	   0.14815
   7.90000	   0.22839
   8.00000	   0.15806
   8.10000	   0.15535
   8.20000	   0.14115
   8.30000	   0.16942
   8.40000	   0.14070
   8.50000	   0.14847
   8.60000	   0.31253
   8.70000	   0.27909
   8.80000	   0.27825
   8.90000	   0.11303
   9.00000	   0.06833
   9.10000	  -0.02220
   9.20000	  -0.09914
   9.30000	  -0.11071
   9.40000	  -0.11676
   9.50000	  -0.14973
   9.60000	  -0.05228
   9.70000	  -0.05897
   9.80000	  -0.00522
   9.90000	  -0.00977
  10.00000	   0.01134
  10.10000	  -0.04356
  10.20000	  -0.06473
  10.30000	  -0.06883
  10.40000	  -0.10415
  10.50000	  -0.08830
  10.60000	  -0.15242
  10.70000	  -0.19424
  10.80000	  -0.12682
  10.90000	  -0.13465
  11.00000	  -0.03456
  11.10000	   0.06781
  11.20000	   0.05547
  11.30000	   0.00918
  11.40000	   0.03810
  11.50000	   0.08456
  11.60000	   0.10246
  11.70000	   0.06557
  11.80000	   0.09206
  11.90000	   0.14907
  12.00000	   0.07600
  12.10000	   0.06094
  12.20000	   0.00152
  12.30000	   0.05905
  12.40000	   0.06371
  12.50000	   0.04057
  12.60000	   0.04146
  12.70000	   0.01254
  12.80000	   0.10268
  12.90000	   0.15430
  13.00000	   0.08498
  13.10000	  -0.00575
  13.20000	   0.01720
  13.30000	   0.04177
  13.40000	   0.01431
  13.50000	  -0.00542
  13.60000	  -0.10335
  13.70000	  -0.07696
  13.80000	  -0.10567
  13.90000	  -0.11635
  14.00000	  -0.14081
  14.10000	  -0.19721
  14.20000	  -0.24735
  14.30000	  -0.18330
  14.40000	  -0.18452
  14.50000	  -0.13013
  14.60000	  -0.09396
  14.70000	  -0.08161
  14.80000	  -0.08182
  14.90000	   0.02051
  15.00000	   0.00229
  15.10000	  -0.01079
  15.20000	   0.04338
  15.30000	  -0.02193
  15.40000	  -0.04569
  15.50000	  -0.09050
  15.60000	  -0.13481
  15.70000	  -0.12463
  15.80000	  -0.15590
  15.90000	  -0.07762
  16.00000	   0.00359
  16.10000	   0.07090
  16.20000	   0.04860
  16.30000	   0.00043
  16.40000	   0.01032
  16.50000	   0.01707
  16.60000	   0.03000
  16.70000	   0.01909
  16.80000	  -0.07503
  16.90000	  -0.09994
  17.00000	  -0.11569
  17.10000	  -0.13179
  17.20000	  -0.03254
  17.30000	  -0.13917
  17.40000	  -0.05614
  17.50000	  -0.13584
  17.60000	  -0.08434
  17.70000	  -0.01036
  17.80000	  -0.03164
  17.90000	  -0.09079
  18.00000	   0.00113
  18.10000	   0.03178
  18.20000	   0.05697
  18.30000	  -0.00218
  18.40000	  -0.06041
  18.50000	  -0.05311
  18.60000	  -0.03676
  18.70000	  -0.10051
  18.80000	  -0.17235
  18.90000	  -0.20455
  19.00000	  -0.12195
  19.10000	  -0.06660
  19.20000	   0.00518
  19.30000	   0.00478
  19.40000	   0.06099
  19.50000	   0.18636
  19.60000	   0.25830
  19.70000	   0.21809
  19.80000	   0.16532
  19.90000	   0.18286
  20.00000	   0.13681
  20.10000	   0.17816
  20.20000	   0.20762
  20.30000	   0.14887
  20.40000	   0.11513
  20.50000	   0.14530
  20.60000	   0.16524
  20.70000	   0.05711
  20.80000	   0.02784
  20.90000	   0.04489
  21.00000	   0.08365
  21.10000	   0.06244
  21.20000	   0.11361
  21.30000	   0.06116
  21.40000	   0.09242
  21.50000	   0.08135
  21.60000	   0.06732
  21.70000	   0.05728
  21.80000	   0.02911
  21.90000	   0.13760
  22.00000	   0.09069
  22.10000	   0.01564
  22.20000	   0.07883
  22.30000	   0.04212
  22.40000	   0.03461
  22.50000	   0.05275
  22.60000	   0.03959
  22.70000	   0.09694
  22.80000	   0.09993
  22.90000	   0.11906
  23.00000	   0.12169
  23.10000	   0.03381
  23.20000	   0.03219
  23.30000	   0.02702
  23.40000	  -0.01124
  23.50000	  -0.02489
  23.60000	  -0.04577
