# gamma	ks
  16.82470	  86.63189
   0.00000	  -0.25911
   0.10000	  -0.15266
   0.20000	  -0.24770
   0.30000	  -0.23163
   0.40000	  -0.10628
   0.50000	   0.00659
   0.60000	   0.02714
   0.70000	   0.04927
   0.80000	  -0.04349
   0.90000	  -0.05770
   1.00000	  -0.00546
   1.10000	   0.01156
   1.20000	  -0.03934
   1.30000	  -0.07669
   1.40000	  -0.03705
   1.50000	   0.02988
   1.60000	   0.04225
   1.70000	   0.10028
   1.80000	   0.14608
   1.90000	   0.28154
   2.00000	   0.22404
   2.10000	  -0.00205
   2.20000	  -0.11208
   2.30000	  -0.12757
   2.40000	  -0.03331
   2.50000	   0.03664
   2.60000	   0.04770
   2.70000	  -0.07203
   2.80000	  -0.11615
   2.90000	  -0.12638
   3.00000	  -0.22957
   3.10000	  -0.21359
   3.20000	  -0.05065
   3.30000	   0.03460
   3.40000	   0.11277
   3.50000	   0.10431
   3.60000	   0.04167
   3.70000	   0.11997
   3.80000	   0.09357
   3.90000	   0.14003
   4.00000	   0.13246
   4.10000	   0.20135
   4.20000	   0.12986
   4.30000	   0.06928
   4.40000	   0.01763
   4.50000	   0.01152
   4.60000	   0.15349
   4.70000	   0.05341
   4.80000	  -0.03310
   4.90000	   0.00442
   5.00000	   0.06773
   5.10000	   0.04284
   5.20000	   0.07196
   5.30000	   0.12206
   5.40000	   0.05308
   5.50000	   0.05672
   5.60000	   0.09022
   5.70000	   0.02935
   5.80000	   0.00534
   5.90000	   0.05861
   6.00000	   0.05479
   6.10000	  -0.21892
   6.20000	  -0.36239
   6.30000	  -0.35034
   6.40000	  -0.32195
   6.50000	  -0.29166
   6.60000	  -0.21693
   6.70000	  -0.25960
   6.80000	  -0.16066
   6.90000	  -0.12595
   7.00000	  -0.15594
   7.10000	  -0.10931
   7.20000	  -0.04676
   7.30000	   0.04407
   7.40000	   0.10112
   7.50000	   0.09810
   7.60000	   0.06580
   7.70000	   0.04392
   7.80000	   0.04785
   7.90000	   0.02685
   8.00000	  -0.01852
   8.10000	  -0.04815
   8.20000	  -0.04813
   8.30000	  -0.11555
   8.40000	  -0.05157
