# gamma	ks
  81.55359	  19.23464
   0.00000	  -0.00939
   0.10000	   0.03824
   0.20000	  -0.06941
   0.30000	  -0.01504
   0.40000	   0.04191
   0.50000	   0.01308
   0.60000	   0.02182
   0.70000	   0.03376
   0.80000	   0.01979
   0.90000	  -0.00851
   1.00000	  -0.02881
   1.10000	  -0.01930
   1.20000	   0.12437
   1.30000	   0.12029
   1.40000	   0.09811
   1.50000	   0.15406
   1.60000	   0.16116
   1.70000	   0.18982
   1.80000	   0.21450
   1.90000	   0.21041
   2.00000	   0.25452
   2.10000	   0.22948
   2.20000	   0.22818
   2.30000	   0.21436
   2.40000	   0.23920
   2.50000	   0.30358
   2.60000	   0.28062
   2.70000	   0.33121
   2.80000	   0.38128
   2.90000	   0.40871
   3.00000	   0.44624
   3.10000	   0.39500
   3.20000	   0.42257
   3.30000	   0.45373
   3.40000	   0.53000
   3.50000	   0.48882
   3.60000	   0.52732
   3.70000	   0.55541
   3.80000	   0.48713
   3.90000	   0.45111
   4.00000	   0.47194
   4.10000	   0.50199
   4.20000	   0.49756
   4.30000	   0.57826
   4.40000	   0.47122
   4.50000	   0.47567
   4.60000	   0.38175
   4.70000	   0.33345
   4.80000	   0.33133
   4.90000	   0.40493
   5.00000	   0.43465
   5.10000	   0.38855
   5.20000	   0.40994
   5.30000	   0.47915
   5.40000	   0.49669
   5.50000	   0.52920
   5.60000	   0.58404
   5.70000	   0.57730
   5.80000	   0.53383
   5.90000	   0.48879
   6.00000	   0.48290
   6.10000	   0.51951
   6.20000	   0.37639
   6.30000	   0.34918
   6.40000	   0.34492
   6.50000	   0.31397
   6.60000	   0.19570
   6.70000	   0.15633
   6.80000	   0.15513
   6.90000	   0.10719
   7.00000	   0.12750
   7.10000	   0.12009
   7.20000	   0.19949
   7.30000	   0.20205
   7.40000	   0.20730
   7.50000	   0.16282
   7.60000	   0.22924
   7.70000	   0.20619
   7.80000	   0.17388
   7.90000	   0.19602
   8.00000	   0.21032
   8.10000	   0.31361
   8.20000	   0.25373
   8.30000	   0.30457
   8.40000	   0.33952
   8.50000	   0.38554
   8.60000	   0.34845
   8.70000	   0.28053
   8.80000	   0.29265
   8.90000	   0.27243
   9.00000	   0.21913
