# gamma	ks
  60.75860	  59.35710
   0.00000	   0.12546
   0.10000	   0.18149
   0.20000	   0.14169
   0.30000	   0.11345
   0.40000	   0.09825
   0.50000	   0.13218
   0.60000	   0.16669
   0.70000	   0.12368
   0.80000	   0.14811
   0.90000	   0.13496
   1.00000	   0.10711
   1.10000	   0.09007
   1.20000	   0.10358
   1.30000	   0.13079
   1.40000	   0.13100
   1.50000	   0.13760
   1.60000	   0.10893
   1.70000	   0.04449
   1.80000	  -0.04400
   1.90000	   0.01419
   2.00000	   0.07467
   2.10000	   0.11784
   2.20000	   0.08763
   2.30000	   0.11085
   2.40000	   0.00308
   2.50000	  -0.02103
   2.60000	   0.02801
   2.70000	  -0.02950
   2.80000	   0.05660
   2.90000	   0.00821
   3.00000	  -0.00478
   3.10000	   0.03438
   3.20000	  -0.00503
   3.30000	  -0.06865
   3.40000	  -0.08844
   3.50000	  -0.02962
   3.60000	  -0.04992
   3.70000	  -0.07098
   3.80000	  -0.07334
   3.90000	  -0.02647
   4.00000	   0.00728
   4.10000	   0.05165
   4.20000	   0.00033
   4.30000	  -0.03484
   4.40000	  -0.09234
   4.50000	  -0.18154
   4.60000	  -0.15239
   4.70000	  -0.13426
   4.80000	  -0.05499
   4.90000	  -0.08231
   5.00000	  -0.11028
   5.10000	  -0.17637
   5.20000	  -0.21418
   5.30000	  -0.19270
   5.40000	  -0.04041
   5.50000	  -0.05070
   5.60000	   0.00486
   5.70000	   0.06466
   5.80000	   0.08152
   5.90000	   0.04192
   6.00000	   0.09519
   6.10000	   0.07853
   6.20000	   0.10110
   6.30000	   0.13298
   6.40000	   0.09130
   6.50000	   0.10510
   6.60000	   0.12744
   6.70000	   0.08369
   6.80000	   0.11097
   6.90000	   0.03188
   7.00000	  -0.02407
   7.10000	  -0.02187
   7.20000	  -0.07972
   7.30000	  -0.05495
   7.40000	  -0.07224
   7.50000	  -0.06367
   7.60000	   0.09361
   7.70000	   0.05890
   7.80000	   0.06291
   7.90000	   0.15058
   8.00000	   0.11507
   8.10000	   0.11760
   8.20000	   0.04415
   8.30000	  -0.04086
   8.40000	   0.01887
   8.50000	  -0.02739
   8.60000	  -0.04113
   8.70000	  -0.04047
   8.80000	  -0.06091
   8.90000	  -0.05444
   9.00000	  -0.10405
   9.10000	  -0.08409
   9.20000	  -0.11569
   9.30000	  -0.07372
   9.40000	  -0.14197
   9.50000	  -0.14389
   9.60000	  -0.17059
   9.70000	  -0.19432
   9.80000	  -0.12901
   9.90000	  -0.04092
  10.00000	  -0.10161
  10.10000	  -0.01207
  10.20000	  -0.00431
  10.30000	  -0.00828
  10.40000	  -0.03260
  10.50000	  -0.15003
  10.60000	  -0.11306
  10.70000	  -0.03479
  10.80000	  -0.01665
  10.90000	   0.03323
  11.00000	  -0.01997
  11.10000	  -0.00055
  11.20000	  -0.00889
  11.30000	   0.07234
  11.40000	   0.03417
  11.50000	   0.03252
  11.60000	  -0.02704
  11.70000	  -0.14007
  11.80000	  -0.20158
  11.90000	  -0.20020
  12.00000	  -0.13552
  12.10000	  -0.12209
  12.20000	  -0.12275
  12.30000	  -0.10277
  12.40000	  -0.11021
  12.50000	  -0.19022
  12.60000	  -0.18819
  12.70000	  -0.22316
  12.80000	  -0.20574
  12.90000	  -0.17157
  13.00000	  -0.15201
  13.10000	  -0.19052
  13.20000	  -0.20287
  13.30000	  -0.24917
  13.40000	  -0.31029
  13.50000	  -0.28430
  13.60000	  -0.24347
  13.70000	  -0.29995
  13.80000	  -0.28552
  13.90000	  -0.26059
  14.00000	  -0.20772
  14.10000	  -0.17563
  14.20000	  -0.19421
  14.30000	  -0.24024
  14.40000	  -0.09845
  14.50000	  -0.13668
  14.60000	  -0.16321
  14.70000	  -0.11981
  14.80000	  -0.06241
  14.90000	  -0.12169
  15.00000	  -0.07583
  15.10000	  -0.02698
  15.20000	   0.00435
  15.30000	   0.05351
  15.40000	   0.05415
  15.50000	   0.11917
  15.60000	  -0.01968
  15.70000	   0.02045
  15.80000	   0.04144
  15.90000	   0.05971
  16.00000	   0.19683
  16.10000	   0.25349
  16.20000	   0.17401
  16.30000	   0.18443
  16.40000	   0.21930
  16.50000	   0.09382
  16.60000	   0.05602
  16.70000	   0.06455
  16.80000	   0.00538
  16.90000	   0.05116
  17.00000	   0.01443
  17.10000	  -0.04462
  17.20000	  -0.00868
  17.30000	   0.03761
  17.40000	   0.06129
  17.50000	   0.12773
  17.60000	   0.17439
  17.70000	   0.27163
  17.80000	   0.22968
  17.90000	   0.28598
  18.00000	   0.24657
  18.10000	   0.10239
  18.20000	   0.10853
  18.30000	   0.22576
  18.40000	   0.20871
  18.50000	   0.20961
  18.60000	   0.17855
  18.70000	   0.15468
  18.80000	   0.07480
  18.90000	   0.06499
  19.00000	   0.09532
  19.10000	   0.05131
  19.20000	   0.02563
  19.30000	   0.02564
  19.40000	   0.04632
  19.50000	   0.04292
  19.60000	   0.04627
  19.70000	   0.01093
  19.80000	   0.02166
  19.90000	  -0.05637
  20.00000	   0.03388
  20.10000	   0.08505
  20.20000	   0.09221
  20.30000	   0.08351
  20.40000	   0.08562
  20.50000	   0.16682
  20.60000	   0.13999
  20.70000	   0.01717
  20.80000	  -0.09089
  20.90000	  -0.07851
  21.00000	  -0.00697
  21.10000	   0.00635
  21.20000	  -0.04551
  21.30000	  -0.06763
  21.40000	   0.06897
  21.50000	  -0.03569
  21.60000	  -0.11337
  21.70000	  -0.10897
  21.80000	  -0.17018
  21.90000	  -0.16779
  22.00000	  -0.15832
  22.10000	  -0.17172
  22.20000	  -0.19583
  22.30000	  -0.21751
  22.40000	  -0.23713
  22.50000	  -0.32422
  22.60000	  -0.22043
  22.70000	  -0.20351
  22.80000	  -0.21823
  22.90000	  -0.01229
  23.00000	   0.06910
  23.10000	   0.03924
  23.20000	   0.07864
  23.30000	   0.01238
