# gamma	ks
  66.49108	  73.54710
   0.00000	   0.45012
   0.10000	   0.38602
   0.20000	   0.34345
   0.30000	   0.28405
   0.40000	   0.29287
   0.50000	   0.18894
   0.60000	   0.15694
   0.70000	   0.11512
   0.80000	   0.09686
   0.90000	   0.12231
   1.00000	   0.08235
   1.10000	   0.21410
   1.20000	   0.23303
   1.30000	   0.17198
   1.40000	   0.14004
   1.50000	   0.12641
   1.60000	   0.04728
   1.70000	   0.03334
   1.80000	   0.06467
   1.90000	   0.06852
   2.00000	   0.09905
   2.10000	   0.13663
   2.20000	   0.07232
   2.30000	   0.08944
   2.40000	   0.06231
   2.50000	   0.18829
   2.60000	   0.12753
   2.70000	   0.10561
   2.80000	   0.12871
   2.90000	   0.16944
   3.00000	   0.15331
   3.10000	   0.06787
   3.20000	   0.12201
   3.30000	   0.06729
   3.40000	   0.07759
   3.50000	   0.09009
   3.60000	   0.06312
   3.70000	   0.14615
   3.80000	   0.07297
   3.90000	   0.10900
   4.00000	   0.09270
   4.10000	   0.07518
   4.20000	   0.11941
   4.30000	   0.05596
   4.40000	   0.05411
   4.50000	   0.04255
   4.60000	   0.04479
   4.70000	   0.00560
   4.80000	  -0.03148
   4.90000	  -0.04866
   5.00000	   0.00927
   5.10000	   0.07650
   5.20000	   0.12897
   5.30000	   0.09827
   5.40000	  -0.00749
   5.50000	  -0.04395
   5.60000	  -0.04219
   5.70000	  -0.11870
   5.80000	  -0.12304
   5.90000	  -0.05674
   6.00000	  -0.06292
   6.10000	  -0.06343
   6.20000	  -0.05137
   6.30000	  -0.01144
   6.40000	   0.00498
   6.50000	  -0.00733
   6.60000	  -0.00503
   6.70000	   0.00749
   6.80000	  -0.09365
   6.90000	  -0.12085
   7.00000	  -0.14540
   7.10000	  -0.13736
   7.20000	  -0.15685
   7.30000	  -0.16273
   7.40000	  -0.14528
   7.50000	  -0.11816
   7.60000	  -0.12131
   7.70000	   0.04308
   7.80000	   0.10846
   7.90000	   0.10294
   8.00000	   0.13779
   8.10000	   0.04220
   8.20000	   0.05025
   8.30000	  -0.02024
   8.40000	  -0.04215
   8.50000	  -0.01716
   8.60000	   0.01528
   8.70000	  -0.02511
   8.80000	  -0.04426
   8.90000	   0.02459
   9.00000	   0.11487
   9.10000	   0.13370
   9.20000	   0.17315
   9.30000	   0.12367
   9.40000	   0.02102
   9.50000	   0.07103
   9.60000	   0.06771
   9.70000	   0.03486
   9.80000	   0.12952
   9.90000	   0.11769
  10.00000	   0.15613
  10.10000	   0.19218
  10.20000	   0.29101
  10.30000	   0.38280
  10.40000	   0.37961
  10.50000	   0.43472
  10.60000	   0.36635
  10.70000	   0.30110
  10.80000	   0.19725
  10.90000	   0.09747
  11.00000	   0.06490
  11.10000	  -0.01826
  11.20000	  -0.05389
  11.30000	  -0.03047
  11.40000	  -0.09606
  11.50000	  -0.07643
  11.60000	  -0.04702
  11.70000	   0.01512
  11.80000	   0.02884
  11.90000	   0.03427
  12.00000	   0.08236
  12.10000	   0.02121
  12.20000	   0.08081
  12.30000	   0.04333
  12.40000	   0.02480
  12.50000	   0.02037
  12.60000	   0.04051
  12.70000	   0.01823
  12.80000	   0.02833
  12.90000	   0.04443
  13.00000	   0.08213
  13.10000	   0.02502
  13.20000	   0.00209
  13.30000	   0.03553
  13.40000	   0.13033
  13.50000	   0.08190
  13.60000	  -0.01150
  13.70000	  -0.11052
  13.80000	  -0.03584
  13.90000	   0.03065
  14.00000	   0.00011
  14.10000	   0.01250
  14.20000	  -0.07302
  14.30000	  -0.06771
  14.40000	  -0.10452
  14.50000	  -0.09008
  14.60000	  -0.10979
  14.70000	  -0.10168
  14.80000	  -0.07830
  14.90000	  -0.13743
  15.00000	  -0.19605
  15.10000	  -0.26482
  15.20000	  -0.19545
  15.30000	  -0.19292
  15.40000	  -0.15898
  15.50000	  -0.18165
  15.60000	  -0.25975
  15.70000	  -0.32281
  15.80000	  -0.37875
  15.90000	  -0.28279
  16.00000	  -0.22462
  16.10000	  -0.23683
  16.20000	  -0.24216
  16.30000	  -0.22344
  16.40000	  -0.16077
  16.50000	  -0.06570
  16.60000	  -0.01915
  16.70000	   0.05623
  16.80000	   0.03226
  16.90000	  -0.02579
  17.00000	  -0.14620
  17.10000	  -0.13620
  17.20000	  -0.01749
  17.30000	  -0.04849
  17.40000	  -0.05072
  17.50000	  -0.02391
  17.60000	  -0.00611
  17.70000	   0.05034
  17.80000	   0.10931
  17.90000	   0.07804
  18.00000	   0.08633
  18.10000	   0.01248
  18.20000	  -0.05187
  18.30000	  -0.12190
  18.40000	  -0.11425
  18.50000	  -0.14884
  18.60000	  -0.14201
  18.70000	  -0.11558
  18.80000	  -0.12910
  18.90000	  -0.15596
  19.00000	  -0.24114
  19.10000	  -0.14246
  19.20000	  -0.09970
  19.30000	  -0.06128
  19.40000	  -0.05830
  19.50000	  -0.07083
  19.60000	  -0.10282
  19.70000	  -0.05037
  19.80000	  -0.09163
  19.90000	  -0.01691
  20.00000	  -0.04276
  20.10000	  -0.05099
  20.20000	  -0.05851
  20.30000	  -0.09866
  20.40000	  -0.09369
  20.50000	  -0.06216
  20.60000	   0.00226
  20.70000	  -0.11963
  20.80000	  -0.11546
  20.90000	  -0.17472
  21.00000	  -0.12200
  21.10000	  -0.18991
  21.20000	  -0.16379
  21.30000	  -0.19712
  21.40000	  -0.16028
  21.50000	  -0.10062
  21.60000	  -0.08050
  21.70000	  -0.17346
  21.80000	  -0.22017
  21.90000	  -0.10705
  22.00000	  -0.15440
  22.10000	  -0.04459
  22.20000	  -0.06944
  22.30000	  -0.11189
  22.40000	  -0.18891
  22.50000	  -0.14404
  22.60000	  -0.13362
  22.70000	  -0.16737
  22.80000	  -0.17483
  22.90000	  -0.17005
  23.00000	  -0.22859
  23.10000	  -0.18786
  23.20000	  -0.22638
  23.30000	  -0.19716
  23.40000	  -0.12636
  23.50000	  -0.06082
  23.60000	  -0.11288
  23.70000	  -0.11495
  23.80000	  -0.13061
  23.90000	  -0.05806
  24.00000	  -0.02417
  24.10000	  -0.06588
  24.20000	  -0.04166
  24.30000	  -0.03446
  24.40000	  -0.04369
  24.50000	   0.03572
  24.60000	  -0.05042
  24.70000	  -0.00949
  24.80000	  -0.03094
  24.90000	  -0.02288
  25.00000	   0.03866
  25.10000	   0.08113
  25.20000	   0.00891
  25.30000	   0.06431
  25.40000	   0.15240
  25.50000	   0.06674
  25.60000	  -0.04584
  25.70000	  -0.02910
  25.80000	  -0.07760
  25.90000	  -0.05477
  26.00000	  -0.07429
  26.10000	  -0.01661
  26.20000	   0.04495
  26.30000	  -0.00137
  26.40000	   0.01670
  26.50000	   0.03820
  26.60000	   0.05655
  26.70000	   0.11020
  26.80000	   0.00836
  26.90000	   0.03071
  27.00000	  -0.05348
  27.10000	  -0.04091
  27.20000	  -0.04687
  27.30000	  -0.05071
  27.40000	  -0.08016
  27.50000	  -0.05347
  27.60000	   0.02267
  27.70000	  -0.00063
  27.80000	   0.03561
  27.90000	  -0.03415
  28.00000	  -0.17411
  28.10000	  -0.13352
  28.20000	  -0.19320
  28.30000	  -0.21227
  28.40000	  -0.25330
  28.50000	  -0.23684
  28.60000	  -0.23555
  28.70000	  -0.34236
  28.80000	  -0.34014
  28.90000	  -0.27510
  29.00000	  -0.27076
  29.10000	  -0.23928
  29.20000	  -0.12261
  29.30000	  -0.10154
  29.40000	  -0.09313
  29.50000	  -0.13021
  29.60000	  -0.07333
  29.70000	  -0.09669
  29.80000	  -0.05198
  29.90000	  -0.09210
  30.00000	  -0.12995
  30.10000	  -0.11540
  30.20000	  -0.05504
  30.30000	   0.01689
  30.40000	  -0.01110
  30.50000	  -0.04255
  30.60000	  -0.05973
  30.70000	  -0.15578
  30.80000	  -0.14162
  30.90000	  -0.10986
  31.00000	  -0.11039
  31.10000	  -0.06720
  31.20000	  -0.04837
  31.30000	  -0.03023
  31.40000	  -0.05130
  31.50000	  -0.08043
  31.60000	  -0.10644
  31.70000	  -0.05989
  31.80000	  -0.06562
  31.90000	  -0.09711
  32.00000	  -0.11643
  32.10000	  -0.13031
  32.20000	  -0.14140
  32.30000	  -0.18740
  32.40000	  -0.12412
  32.50000	  -0.10679
  32.60000	  -0.08660
  32.70000	  -0.00952
  32.80000	   0.00283
  32.90000	   0.06764
  33.00000	   0.11739
  33.10000	   0.03431
  33.20000	  -0.02765
  33.30000	  -0.00034
  33.40000	  -0.01753
  33.50000	  -0.01444
  33.60000	   0.05572
  33.70000	   0.01073
  33.80000	  -0.06180
  33.90000	  -0.07548
  34.00000	  -0.06336
  34.10000	  -0.07412
  34.20000	  -0.06233
  34.30000	  -0.03705
  34.40000	  -0.03406
  34.50000	  -0.02982
  34.60000	   0.03045
  34.70000	  -0.01921
  34.80000	   0.02948
  34.90000	   0.00275
  35.00000	  -0.03611
  35.10000	  -0.02395
  35.20000	   0.04758
  35.30000	   0.01741
  35.40000	   0.03162
  35.50000	  -0.02348
  35.60000	  -0.14263
  35.70000	  -0.25573
  35.80000	  -0.28150
  35.90000	  -0.24983
  36.00000	  -0.22977
  36.10000	  -0.22172
  36.20000	  -0.19598
  36.30000	  -0.20235
  36.40000	  -0.17724
  36.50000	  -0.21006
  36.60000	  -0.18191
  36.70000	  -0.11386
  36.80000	  -0.03261
  36.90000	   0.01896
  37.00000	   0.04006
  37.10000	   0.03808
  37.20000	   0.07329
  37.30000	   0.08898
  37.40000	   0.05602
  37.50000	   0.08825
  37.60000	   0.10989
  37.70000	   0.14727
  37.80000	   0.04774
  37.90000	   0.07760
