# gamma	ks
  55.14417	  96.01041
   0.00000	   0.15518
   0.10000	   0.07686
   0.20000	   0.10137
   0.30000	   0.11373
   0.40000	   0.05259
   0.50000	   0.04122
   0.60000	   0.08277
   0.70000	   0.20156
   0.80000	   0.14161
   0.90000	   0.09005
   1.00000	   0.17342
   1.10000	   0.15161
   1.20000	   0.16466
   1.30000	   0.11243
   1.40000	   0.11633
   1.50000	   0.10099
   1.60000	   0.05610
   1.70000	   0.04783
   1.80000	   0.09696
   1.90000	   0.03089
   2.00000	  -0.03373
   2.10000	  -0.00508
   2.20000	  -0.07426
   2.30000	  -0.13924
   2.40000	  -0.16889
   2.50000	  -0.09506
   2.60000	  -0.07205
   2.70000	  -0.13399
   2.80000	  -0.04435
   2.90000	   0.02898
   3.00000	   0.14899
   3.10000	   0.16474
   3.20000	   0.13566
   3.30000	   0.11334
   3.40000	   0.13538
   3.50000	   0.10190
   3.60000	   0.10194
   3.70000	   0.06963
   3.80000	   0.11570
   3.90000	   0.16354
   4.00000	   0.18161
   4.10000	   0.25772
   4.20000	   0.25165
   4.30000	   0.24895
   4.40000	   0.20350
   4.50000	   0.18500
   4.60000	   0.22250
   4.70000	   0.18663
   4.80000	   0.12151
   4.90000	   0.10716
   5.00000	   0.05120
   5.10000	   0.03324
   5.20000	   0.08722
   5.30000	   0.02370
   5.40000	  -0.00697
   5.50000	  -0.03856
   5.60000	  -0.08429
   5.70000	  -0.15754
   5.80000	  -0.14187
   5.90000	  -0.10710
   6.00000	  -0.11952
   6.10000	  -0.18603
   6.20000	  -0.13094
   6.30000	  -0.14578
   6.40000	  -0.18342
   6.50000	  -0.11750
   6.60000	  -0.13609
   6.70000	  -0.13889
   6.80000	  -0.08336
   6.90000	  -0.02358
   7.00000	  -0.01752
   7.10000	   0.03711
   7.20000	   0.00771
   7.30000	   0.00897
   7.40000	   0.10331
   7.50000	   0.12396
   7.60000	   0.04519
   7.70000	  -0.00784
   7.80000	  -0.00784
   7.90000	  -0.00757
   8.00000	   0.08760
   8.10000	   0.16678
   8.20000	   0.10655
   8.30000	   0.07494
   8.40000	   0.11987
   8.50000	   0.03869
   8.60000	   0.08272
   8.70000	   0.04196
   8.80000	   0.11797
   8.90000	   0.09410
   9.00000	   0.11864
   9.10000	   0.09832
   9.20000	   0.09258
   9.30000	   0.04124
   9.40000	  -0.03535
   9.50000	  -0.01019
   9.60000	  -0.09186
   9.70000	  -0.04546
   9.80000	  -0.06348
   9.90000	  -0.11142
  10.00000	  -0.16749
  10.10000	  -0.06893
  10.20000	  -0.14145
  10.30000	  -0.10913
  10.40000	  -0.11944
  10.50000	  -0.20119
  10.60000	  -0.24373
  10.70000	  -0.15408
  10.80000	  -0.10360
  10.90000	  -0.09409
  11.00000	  -0.17012
  11.10000	  -0.09518
  11.20000	  -0.07460
  11.30000	  -0.00487
  11.40000	  -0.01084
  11.50000	   0.03589
  11.60000	   0.07221
  11.70000	   0.17855
  11.80000	   0.26900
  11.90000	   0.28612
  12.00000	   0.20982
  12.10000	   0.21481
  12.20000	   0.12708
  12.30000	   0.14750
  12.40000	   0.09001
  12.50000	   0.05784
  12.60000	   0.12512
  12.70000	   0.11931
  12.80000	   0.09767
  12.90000	   0.16855
  13.00000	   0.16188
  13.10000	   0.11331
  13.20000	   0.15543
  13.30000	   0.03148
  13.40000	   0.03520
  13.50000	   0.02713
  13.60000	  -0.06232
  13.70000	   0.00724
  13.80000	   0.07231
  13.90000	   0.05300
  14.00000	  -0.02330
  14.10000	  -0.06068
  14.20000	  -0.00820
  14.30000	   0.05002
  14.40000	   0.07790
  14.50000	   0.06452
  14.60000	   0.05882
  14.70000	   0.08888
  14.80000	   0.10866
  14.90000	   0.17372
  15.00000	   0.06198
  15.10000	   0.05149
  15.20000	  -0.01291
  15.30000	  -0.00405
  15.40000	   0.02970
  15.50000	   0.01085
  15.60000	   0.03732
  15.70000	   0.03311
  15.80000	  -0.02432
  15.90000	  -0.10816
  16.00000	  -0.13648
  16.10000	  -0.11918
  16.20000	  -0.18199
  16.30000	  -0.09036
  16.40000	  -0.01083
  16.50000	   0.02676
  16.60000	   0.06999
  16.70000	   0.06134
