# gamma	ks
  87.64784	  64.86539
   0.00000	   0.19993
   0.10000	   0.13083
   0.20000	   0.09265
   0.30000	   0.03443
   0.40000	  -0.04911
   0.50000	  -0.03507
   0.60000	   0.01909
   0.70000	   0.00672
   0.80000	   0.00236
   0.90000	   0.02363
   1.00000	   0.07151
   1.10000	   0.13521
   1.20000	   0.11109
   1.30000	   0.14375
   1.40000	   0.15218
   1.50000	   0.15347
   1.60000	   0.14055
   1.70000	   0.23054
   1.80000	   0.20214
   1.90000	   0.26772
   2.00000	   0.19954
   2.10000	   0.13798
   2.20000	   0.16661
   2.30000	   0.07816
   2.40000	   0.05709
   2.50000	   0.01930
   2.60000	  -0.02243
   2.70000	   0.02524
   2.80000	  -0.05922
   2.90000	  -0.08471
   3.00000	  -0.03183
   3.10000	  -0.11243
   3.20000	  -0.06700
   3.30000	  -0.02602
   3.40000	   0.05618
   3.50000	   0.08990
   3.60000	   0.05427
   3.70000	   0.08186
   3.80000	   0.04969
   3.90000	   0.02663
   4.00000	   0.05759
   4.10000	   0.06886
   4.20000	   0.11989
   4.30000	   0.21258
   4.40000	   0.19318
   4.50000	   0.14695
   4.60000	   0.09394
   4.70000	   0.01874
   4.80000	  -0.06903
   4.90000	  -0.08085
   5.00000	  -0.07847
   5.10000	  -0.08478
   5.20000	  -0.10966
   5.30000	   0.00943
   5.40000	   0.02712
   5.50000	   0.04610
   5.60000	   0.05473
   5.70000	   0.07750
   5.80000	   0.06700
   5.90000	   0.07514
   6.00000	   0.10142
   6.10000	   0.05600
   6.20000	   0.02340
   6.30000	  -0.04630
   6.40000	  -0.08596
   6.50000	  -0.12174
   6.60000	  -0.08581
   6.70000	  -0.02217
   6.80000	  -0.09240
   6.90000	  -0.09666
   7.00000	  -0.14106
   7.10000	  -0.15468
   7.20000	  -0.17586
   7.30000	  -0.13022
   7.40000	  -0.15663
   7.50000	  -0.23242
   7.60000	  -0.23405
   7.70000	  -0.23562
   7.80000	  -0.24721
   7.90000	  -0.35740
   8.00000	  -0.32234
   8.10000	  -0.23596
   8.20000	  -0.20827
   8.30000	  -0.12151
   8.40000	  -0.01036
   8.50000	  -0.00093
   8.60000	   0.00026
   8.70000	  -0.02356
   8.80000	  -0.07370
   8.90000	  -0.15928
   9.00000	  -0.20124
   9.10000	  -0.25179
   9.20000	  -0.27283
   9.30000	  -0.16293
   9.40000	  -0.15598
   9.50000	  -0.14175
   9.60000	  -0.17862
   9.70000	  -0.16535
   9.80000	  -0.16096
   9.90000	  -0.12983
  10.00000	  -0.15727
  10.10000	  -0.16035
  10.20000	  -0.10967
  10.30000	  -0.17741
  10.40000	  -0.18137
  10.50000	  -0.15033
  10.60000	  -0.13633
  10.70000	  -0.11526
  10.80000	  -0.04501
  10.90000	  -0.05055
  11.00000	  -0.01533
  11.10000	  -0.05406
  11.20000	  -0.07750
  11.30000	  -0.05366
  11.40000	   0.00662
  11.50000	  -0.00993
  11.60000	  -0.05807
  11.70000	  -0.06313
  11.80000	  -0.05326
  11.90000	  -0.06176
  12.00000	  -0.11712
  12.10000	  -0.15178
  12.20000	  -0.16750
  12.30000	  -0.13341
  12.40000	  -0.28200
  12.50000	  -0.30454
  12.60000	  -0.31799
