# gamma	ks
  68.88289	  34.96886
   0.00000	   0.14663
   0.10000	   0.14946
   0.20000	   0.21405
   0.30000	   0.27693
   0.40000	   0.26552
   0.50000	   0.30274
   0.60000	   0.25357
   0.70000	   0.28706
   0.80000	   0.27296
   0.90000	   0.23435
   1.00000	   0.39785
   1.10000	   0.25706
   1.20000	   0.13822
   1.30000	   0.14856
   1.40000	   0.19259
   1.50000	   0.14113
   1.60000	   0.15616
   1.70000	   0.12188
   1.80000	   0.04082
   1.90000	  -0.01780
   2.00000	   0.07098
   2.10000	   0.02715
   2.20000	   0.01986
   2.30000	  -0.03908
   2.40000	  -0.11239
   2.50000	  -0.08184
   2.60000	  -0.04839
   2.70000	  -0.01811
   2.80000	  -0.02304
   2.90000	  -0.09368
   3.00000	  -0.15317
   3.10000	  -0.12792
   3.20000	  -0.11387
   3.30000	  -0.09525
   3.40000	  -0.11662
   3.50000	  -0.07698
   3.60000	  -0.13119
   3.70000	  -0.07037
   3.80000	   0.01895
   3.90000	  -0.02470
   4.00000	   0.00312
   4.10000	   0.00628
   4.20000	   0.05811
   4.30000	   0.07095
   4.40000	   0.07081
   4.50000	   0.10287
   4.60000	   0.13089
   4.70000	   0.16694
   4.80000	   0.07240
   4.90000	   0.03352
   5.00000	   0.09513
   5.10000	   0.04721
   5.20000	   0.09754
   5.30000	   0.03011
   5.40000	  -0.06313
   5.50000	  -0.08786
   5.60000	  -0.02788
   5.70000	   0.01746
   5.80000	  -0.03481
   5.90000	  -0.08524
   6.00000	  -0.05226
   6.10000	  -0.04348
   6.20000	  -0.05790
   6.30000	  -0.02617
   6.40000	  -0.02360
   6.50000	   0.03248
   6.60000	   0.02816
   6.70000	   0.07396
   6.80000	   0.13952
   6.90000	   0.21813
   7.00000	   0.21358
   7.10000	   0.18416
   7.20000	   0.10281
   7.30000	   0.03412
   7.40000	   0.06204
   7.50000	   0.14717
   7.60000	   0.25337
   7.70000	   0.23605
   7.80000	   0.21872
   7.90000	   0.23962
   8.00000	   0.18427
   8.10000	   0.13764
   8.20000	   0.07446
   8.30000	   0.09768
   8.40000	   0.02002
   8.50000	  -0.04611
   8.60000	   0.02270
   8.70000	   0.03167
   8.80000	   0.06408
   8.90000	   0.09664
   9.00000	   0.13380
   9.10000	   0.22457
   9.20000	   0.24032
   9.30000	   0.26211
   9.40000	   0.19025
   9.50000	   0.24715
   9.60000	   0.27368
   9.70000	   0.26499
   9.80000	   0.10575
   9.90000	   0.12657
  10.00000	   0.09254
  10.10000	   0.13413
  10.20000	   0.14393
  10.30000	   0.26991
  10.40000	   0.28964
  10.50000	   0.21795
  10.60000	   0.22607
  10.70000	   0.12044
  10.80000	   0.05923
  10.90000	  -0.03265
  11.00000	   0.00874
  11.10000	  -0.01670
  11.20000	  -0.00063
  11.30000	  -0.01597
  11.40000	  -0.02110
  11.50000	  -0.05440
  11.60000	  -0.15753
  11.70000	  -0.19392
  11.80000	  -0.34215
  11.90000	  -0.33964
  12.00000	  -0.27907
  12.10000	  -0.23022
  12.20000	  -0.23973
