# gamma	ks
  17.10293	  49.67952
   0.00000	   0.21232
   0.10000	   0.15570
   0.20000	   0.15094
   0.30000	   0.19181
   0.40000	   0.19869
   0.50000	   0.19182
   0.60000	   0.09845
   0.70000	   0.10055
   0.80000	   0.04549
   0.90000	   0.11274
   1.00000	   0.18378
   1.10000	   0.19465
   1.20000	   0.24629
   1.30000	   0.23345
   1.40000	   0.12999
   1.50000	   0.04551
   1.60000	   0.04853
   1.70000	   0.12013
   1.80000	   0.14926
   1.90000	   0.08554
   2.00000	   0.02083
   2.10000	  -0.15440
   2.20000	  -0.07378
   2.30000	   0.05092
   2.40000	   0.10693
   2.50000	   0.13642
   2.60000	   0.16481
   2.70000	   0.18307
   2.80000	   0.22523
   2.90000	   0.18560
   3.00000	   0.25344
   3.10000	   0.28467
   3.20000	   0.25385
   3.30000	   0.29438
   3.40000	   0.16521
   3.50000	   0.02719
   3.60000	   0.13097
   3.70000	   0.05808
   3.80000	   0.03447
   3.90000	  -0.04605
   4.00000	  -0.05863
   4.10000	  -0.05133
   4.20000	   0.05430
   4.30000	   0.07553
   4.40000	  -0.02068
   4.50000	   0.05057
   4.60000	   0.02885
   4.70000	   0.01628
   4.80000	  -0.05772
   4.90000	  -0.02268
   5.00000	   0.00230
   5.10000	  -0.03849
   5.20000	  -0.14160
   5.30000	  -0.16818
   5.40000	  -0.14608
   5.50000	  -0.09661
   5.60000	   0.07351
   5.70000	   0.11504
   5.80000	   0.06384
   5.90000	   0.01717
   6.00000	   0.01427
   6.10000	  -0.00357
   6.20000	  -0.15803
   6.30000	  -0.05952
   6.40000	  -0.10182
   6.50000	  -0.15989
   6.60000	  -0.32782
   6.70000	  -0.39240
   6.80000	  -0.37073
   6.90000	  -0.39208
   7.00000	  -0.35795
   7.10000	  -0.09036
   7.20000	  -0.11794
   7.30000	  -0.02662
   7.40000	  -0.00320
   7.50000	  -0.01688
   7.60000	   0.02199
   7.70000	   0.03680
   7.80000	  -0.00523
   7.90000	  -0.04652
   8.00000	  -0.04661
   8.10000	  -0.06067
   8.20000	   0.05473
   8.30000	   0.18539
   8.40000	   0.09956
   8.50000	  -0.08395
   8.60000	  -0.04695
   8.70000	  -0.04436
   8.80000	  -0.08454
   8.90000	  -0.00212
   9.00000	   0.07783
   9.10000	   0.14919
   9.20000	   0.09382
   9.30000	  -0.04887
   9.40000	  -0.03330
   9.50000	   0.09746
   9.60000	   0.06601
   9.70000	   0.06492
   9.80000	   0.01931
   9.90000	  -0.04246
  10.00000	  -0.04537
  10.10000	  -0.15640
  10.20000	  -0.20859
  10.30000	  -0.04568
  10.40000	   0.04285
  10.50000	   0.09140
  10.60000	   0.20979
  10.70000	   0.33619
  10.80000	   0.18140
  10.90000	   0.01871
  11.00000	  -0.04997
  11.10000	  -0.04449
  11.20000	   0.08634
  11.30000	   0.14760
  11.40000	   0.04643
  11.50000	   0.06250
  11.60000	  -0.04275
  11.70000	  -0.01921
  11.80000	   0.02227
  11.90000	   0.04572
  12.00000	  -0.08399
  12.10000	  -0.19665
  12.20000	  -0.21049
  12.30000	  -0.25668
  12.40000	  -0.27057
  12.50000	  -0.20021
  12.60000	  -0.22947
  12.70000	  -0.29810
  12.80000	  -0.16404
  12.90000	   0.08419
  13.00000	   0.11862
  13.10000	   0.17827
  13.20000	   0.22996
  13.30000	   0.20600
  13.40000	   0.04497
  13.50000	  -0.07584
  13.60000	  -0.11127
  13.70000	  -0.06807
  13.80000	  -0.11760
  13.90000	  -0.05202
  14.00000	  -0.05395
  14.10000	  -0.08890
  14.20000	  -0.03348
  14.30000	   0.09577
  14.40000	   0.14725
  14.50000	   0.22423
  14.60000	   0.06841
  14.70000	   0.06470
  14.80000	   0.02899
  14.90000	  -0.01738
  15.00000	  -0.05177
  15.10000	   0.01965
  15.20000	   0.04295
  15.30000	   0.10566
  15.40000	   0.05936
  15.50000	  -0.06997
  15.60000	  -0.02168
  15.70000	   0.00557
  15.80000	  -0.06430
  15.90000	  -0.05724
  16.00000	   0.03437
  16.10000	  -0.00062
  16.20000	  -0.01986
  16.30000	   0.02203
  16.40000	   0.04437
  16.50000	   0.10359
  16.60000	   0.03897
  16.70000	   0.13524
  16.80000	   0.03569
  16.90000	  -0.06141
  17.00000	  -0.06411
  17.10000	   0.05237
  17.20000	   0.12964
  17.30000	   0.25084
  17.40000	   0.27102
  17.50000	   0.21787
  17.60000	   0.12901
  17.70000	   0.17505
  17.80000	   0.33756
  17.90000	   0.37850
  18.00000	   0.19713
  18.10000	   0.03771
  18.20000	  -0.06552
  18.30000	   0.00138
  18.40000	   0.12504
  18.50000	   0.15497
  18.60000	   0.22497
  18.70000	   0.15434
  18.80000	   0.07383
  18.90000	   0.00874
  19.00000	   0.07934
  19.10000	   0.21462
  19.20000	   0.15065
  19.30000	  -0.05324
  19.40000	  -0.01067
  19.50000	   0.00085
  19.60000	   0.11697
  19.70000	   0.15394
  19.80000	   0.04574
  19.90000	   0.01457
  20.00000	   0.10524
  20.10000	   0.06604
  20.20000	  -0.00919
  20.30000	  -0.00259
  20.40000	   0.19276
  20.50000	   0.27713
  20.60000	   0.15917
  20.70000	   0.14137
  20.80000	   0.12476
  20.90000	   0.10243
  21.00000	   0.13928
  21.10000	   0.06768
  21.20000	   0.04657
  21.30000	   0.00280
  21.40000	  -0.02846
  21.50000	   0.01030
  21.60000	  -0.03390
  21.70000	  -0.03538
  21.80000	  -0.00076
  21.90000	  -0.03261
  22.00000	   0.00640
  22.10000	   0.05097
  22.20000	   0.10043
  22.30000	   0.06654
  22.40000	   0.06035
  22.50000	  -0.06846
  22.60000	  -0.21687
  22.70000	  -0.13702
  22.80000	  -0.06144
  22.90000	  -0.01844
  23.00000	  -0.07214
  23.10000	  -0.14736
  23.20000	  -0.03235
  23.30000	   0.08590
  23.40000	  -0.12354
  23.50000	  -0.17369
  23.60000	  -0.24175
  23.70000	  -0.17578
  23.80000	  -0.05548
  23.90000	  -0.12688
  24.00000	  -0.17156
  24.10000	  -0.06489
  24.20000	   0.11693
  24.30000	   0.19971
  24.40000	   0.20200
  24.50000	   0.28164
  24.60000	   0.25091
  24.70000	   0.26683
  24.80000	   0.25625
  24.90000	   0.21929
  25.00000	   0.15219
  25.10000	   0.08009
  25.20000	  -0.03525
  25.30000	  -0.21027
  25.40000	  -0.19509
  25.50000	  -0.06720
  25.60000	  -0.05539
