# gamma	ks
  53.71366	  10.88789
   0.00000	   0.04732
   0.10000	   0.11353
   0.20000	   0.19971
   0.30000	   0.27852
   0.40000	   0.25485
   0.50000	   0.16300
   0.60000	   0.13947
   0.70000	   0.11842
   0.80000	   0.08834
   0.90000	   0.11940
   1.00000	   0.08577
   1.10000	   0.03007
   1.20000	  -0.03319
   1.30000	  -0.17437
   1.40000	  -0.22503
   1.50000	  -0.17496
   1.60000	  -0.12804
   1.70000	  -0.06981
   1.80000	  -0.03894
   1.90000	   0.01950
   2.00000	   0.03769
   2.10000	   0.13499
   2.20000	   0.14856
   2.30000	   0.12583
   2.40000	   0.09986
   2.50000	   0.00231
   2.60000	   0.09072
   2.70000	   0.04250
   2.80000	   0.07685
   2.90000	   0.11441
   3.00000	   0.13546
   3.10000	   0.05759
   3.20000	   0.01042
   3.30000	  -0.02836
   3.40000	  -0.08790
   3.50000	  -0.09092
   3.60000	  -0.05317
   3.70000	  -0.04454
   3.80000	  -0.09189
   3.90000	  -0.06478
   4.00000	  -0.07247
   4.10000	  -0.14836
   4.20000	  -0.20708
   4.30000	  -0.17279
   4.40000	  -0.14544
   4.50000	  -0.17254
   4.60000	  -0.27395
   4.70000	  -0.34219
   4.80000	  -0.36502
   4.90000	  -0.43911
   5.00000	  -0.46436
   5.10000	  -0.43345
   5.20000	  -0.40523
   5.30000	  -0.29484
   5.40000	  -0.33763
   5.50000	  -0.34893
   5.60000	  -0.31403
   5.70000	  -0.34870
   5.80000	  -0.36388
   5.90000	  -0.35051
   6.00000	  -0.31315
   6.10000	  -0.21604
   6.20000	  -0.20508
   6.30000	  -0.18612
   6.40000	  -0.11867
   6.50000	  -0.14953
   6.60000	  -0.08230
   6.70000	  -0.05783
   6.80000	   0.01281
   6.90000	   0.11335
   7.00000	   0.10239
   7.10000	   0.13815
   7.20000	   0.13905
   7.30000	   0.13613
   7.40000	   0.15867
   7.50000	   0.09188
   7.60000	   0.02635
   7.70000	   0.08453
   7.80000	   0.06751
   7.90000	   0.04186
   8.00000	   0.02749
   8.10000	   0.08442
   8.20000	   0.11831
   8.30000	   0.23112
   8.40000	   0.26781
   8.50000	   0.22729
   8.60000	   0.28520
   8.70000	   0.26294
   8.80000	   0.19530
   8.90000	   0.24090
   9.00000	   0.25893
   9.10000	   0.19241
   9.20000	   0.21777
   9.30000	   0.18506
   9.40000	   0.21532
   9.50000	   0.17466
   9.60000	   0.18196
   9.70000	   0.23631
   9.80000	   0.19078
   9.90000	   0.21842
  10.00000	   0.22540
  10.10000	   0.27510
  10.20000	   0.27136
  10.30000	   0.34546
  10.40000	   0.38761
  10.50000	   0.31127
  10.60000	   0.33922
  10.70000	   0.27572
  10.80000	   0.30273
  10.90000	   0.27758
  11.00000	   0.31390
  11.10000	   0.30233
  11.20000	   0.31077
  11.30000	   0.24305
  11.40000	   0.22264
  11.50000	   0.27155
  11.60000	   0.26328
  11.70000	   0.31248
  11.80000	   0.23046
  11.90000	   0.32603
  12.00000	   0.30555
  12.10000	   0.29613
  12.20000	   0.26950
  12.30000	   0.20879
  12.40000	   0.19132
  12.50000	   0.15013
  12.60000	   0.14829
  12.70000	   0.13932
  12.80000	   0.23522
  12.90000	   0.29093
  13.00000	   0.22516
  13.10000	   0.18899
  13.20000	   0.10954
  13.30000	   0.03256
  13.40000	  -0.00309
  13.50000	  -0.16141
  13.60000	  -0.19399
  13.70000	  -0.09349
  13.80000	  -0.13657
  13.90000	  -0.16362
  14.00000	  -0.20830
  14.10000	  -0.21294
  14.20000	  -0.14442
  14.30000	  -0.15537
  14.40000	  -0.23553
  14.50000	  -0.11597
  14.60000	  -0.13292
  14.70000	  -0.07996
  14.80000	  -0.00428
  14.90000	  -0.03120
  15.00000	  -0.06823
  15.10000	  -0.07040
  15.20000	  -0.14743
  15.30000	  -0.19575
  15.40000	  -0.23031
  15.50000	  -0.17971
  15.60000	  -0.18463
  15.70000	  -0.21093
  15.80000	  -0.14993
  15.90000	  -0.26643
  16.00000	  -0.29327
  16.10000	  -0.26903
  16.20000	  -0.35109
  16.30000	  -0.38236
  16.40000	  -0.37752
  16.50000	  -0.35036
  16.60000	  -0.35154
  16.70000	  -0.40555
  16.80000	  -0.44563
  16.90000	  -0.45984
  17.00000	  -0.43416
  17.10000	  -0.36116
  17.20000	  -0.27006
  17.30000	  -0.29875
  17.40000	  -0.31622
  17.50000	  -0.36171
  17.60000	  -0.23376
  17.70000	  -0.30781
  17.80000	  -0.32703
  17.90000	  -0.33500
  18.00000	  -0.35007
  18.10000	  -0.40763
  18.20000	  -0.46811
  18.30000	  -0.41645
  18.40000	  -0.30058
  18.50000	  -0.31802
  18.60000	  -0.36521
  18.70000	  -0.39338
  18.80000	  -0.46045
  18.90000	  -0.42998
  19.00000	  -0.37282
  19.10000	  -0.32394
  19.20000	  -0.28146
  19.30000	  -0.23907
  19.40000	  -0.24685
  19.50000	  -0.18144
  19.60000	  -0.07592
  19.70000	  -0.05657
  19.80000	  -0.06467
  19.90000	  -0.01403
  20.00000	   0.08042
  20.10000	   0.08444
  20.20000	   0.13414
  20.30000	   0.13593
  20.40000	   0.07282
  20.50000	  -0.03914
  20.60000	   0.08434
  20.70000	  -0.00392
  20.80000	  -0.01188
  20.90000	   0.02475
  21.00000	   0.04203
  21.10000	   0.02938
  21.20000	  -0.03386
  21.30000	   0.00316
  21.40000	  -0.04290
  21.50000	   0.01686
  21.60000	   0.05342
  21.70000	   0.03738
  21.80000	  -0.03682
