# gamma	ks
  45.09434	  42.35608
   0.00000	   0.02185
   0.10000	   0.08350
   0.20000	   0.14280
   0.30000	   0.21059
   0.40000	   0.12217
   0.50000	   0.12093
   0.60000	   0.11147
   0.70000	   0.20171
   0.80000	   0.18131
   0.90000	   0.16856
   1.00000	   0.10435
   1.10000	   0.13268
   1.20000	   0.19845
   1.30000	   0.09148
   1.40000	   0.05527
   1.50000	   0.08009
   1.60000	  -0.03039
   1.70000	  -0.03090
   1.80000	  -0.08940
   1.90000	  -0.07821
   2.00000	  -0.05467
   2.10000	  -0.09447
   2.20000	  -0.12158
   2.30000	  -0.21633
   2.40000	  -0.22720
   2.50000	  -0.21011
   2.60000	  -0.13894
   2.70000	  -0.09799
   2.80000	  -0.08546
   2.90000	  -0.04921
   3.00000	   0.01993
   3.10000	  -0.02318
   3.20000	  -0.00351
   3.30000	  -0.06661
   3.40000	   0.01439
   3.50000	   0.03838
   3.60000	   0.00696
   3.70000	  -0.06051
   3.80000	  -0.14851
   3.90000	  -0.06714
   4.00000	  -0.04267
   4.10000	   0.02556
   4.20000	   0.23042
   4.30000	   0.26665
   4.40000	   0.38896
   4.50000	   0.38477
   4.60000	   0.30632
   4.70000	   0.20466
   4.80000	   0.10588
   4.90000	   0.13949
   5.00000	   0.05618
   5.10000	   0.01639
   5.20000	   0.02395
   5.30000	   0.02154
   5.40000	  -0.04609
   5.50000	   0.01157
   5.60000	   0.04871
   5.70000	  -0.04201
   5.80000	  -0.12402
   5.90000	   0.00459
   6.00000	  -0.01747
   6.10000	   0.01873
   6.20000	   0.00844
   6.30000	  -0.05956
   6.40000	  -0.13583
   6.50000	  -0.14189
   6.60000	  -0.17931
   6.70000	  -0.26384
   6.80000	  -0.36978
   6.90000	  -0.41647
   7.00000	  -0.52007
   7.10000	  -0.48321
   7.20000	  -0.42123
   7.30000	  -0.40293
   7.40000	  -0.33580
   7.50000	  -0.37746
   7.60000	  -0.36014
   7.70000	  -0.38865
   7.80000	  -0.30786
   7.90000	  -0.30778
   8.00000	  -0.34149
   8.10000	  -0.26235
   8.20000	  -0.26119
   8.30000	  -0.33976
   8.40000	  -0.32243
   8.50000	  -0.31323
   8.60000	  -0.30802
   8.70000	  -0.34147
   8.80000	  -0.26408
   8.90000	  -0.24286
   9.00000	  -0.21925
   9.10000	  -0.11405
   9.20000	  -0.03282
   9.30000	  -0.04166
   9.40000	  -0.10863
   9.50000	  -0.17457
   9.60000	  -0.17060
   9.70000	  -0.14654
   9.80000	  -0.13099
   9.90000	  -0.08500
  10.00000	  -0.08154
  10.10000	  -0.11187
  10.20000	  -0.18642
  10.30000	  -0.15118
  10.40000	  -0.05737
  10.50000	  -0.02215
  10.60000	  -0.00768
  10.70000	   0.04711
  10.80000	  -0.00759
  10.90000	   0.05058
  11.00000	   0.02091
  11.10000	  -0.08632
  11.20000	  -0.07572
  11.30000	  -0.06702
  11.40000	  -0.06797
  11.50000	  -0.00581
  11.60000	   0.04944
  11.70000	   0.07187
  11.80000	   0.07218
  11.90000	   0.15132
  12.00000	   0.20727
  12.10000	   0.21342
  12.20000	   0.16824
  12.30000	   0.10008
  12.40000	   0.15601
  12.50000	   0.19947
  12.60000	   0.17339
  12.70000	   0.15307
  12.80000	   0.15499
  12.90000	   0.14445
  13.00000	   0.10228
  13.10000	   0.03966
  13.20000	   0.00062
  13.30000	  -0.01810
  13.40000	   0.00853
  13.50000	   0.05657
  13.60000	   0.14885
  13.70000	   0.17069
  13.80000	   0.15261
  13.90000	   0.11366
  14.00000	   0.27524
  14.10000	   0.32582
  14.20000	   0.29894
  14.30000	   0.31119
  14.40000	   0.31788
  14.50000	   0.39559
  14.60000	   0.44916
  14.70000	   0.45886
  14.80000	   0.40501
  14.90000	   0.44964
  15.00000	   0.43940
  15.10000	   0.40999
  15.20000	   0.30752
  15.30000	   0.33428
  15.40000	   0.42182
  15.50000	   0.30311
  15.60000	   0.20109
  15.70000	   0.09937
  15.80000	   0.13230
  15.90000	   0.04279
  16.00000	   0.01061
  16.10000	  -0.01917
  16.20000	  -0.06451
  16.30000	  -0.02860
  16.40000	  -0.04878
  16.50000	   0.01959
  16.60000	   0.04800
  16.70000	   0.09893
  16.80000	   0.05201
  16.90000	   0.03598
  17.00000	   0.03546
  17.10000	  -0.04082
  17.20000	   0.00472
  17.30000	  -0.00582
  17.40000	   0.06706
  17.50000	  -0.08916
  17.60000	  -0.09521
  17.70000	  -0.09941
  17.80000	  -0.11895
  17.90000	  -0.10450
  18.00000	   0.03334
  18.10000	  -0.00248
  18.20000	   0.04647
  18.30000	   0.02998
  18.40000	   0.02437
